transaction_id,customer_id,amount,payment_method,product_category,customer_age,discount_rate,store_region
tx_ref_200684,usr_2463,4226.36,Credit Card,Home & Kitchen,39.4,0.09,East
tx_ref_200685,usr_5695,1486.13,Debit Card,Home & Kitchen,29.1,0.12,East
tx_ref_200686,usr_6921,1634.52,UPI,Digital Goods,40.6,0.09,East
tx_ref_200687,usr_8317,644.23,UPI,Home & Kitchen,20.2,0.22,West
tx_ref_200688,usr_3311,150.15,Credit Card,Electronics,50.5,0.28,West
tx_ref_200689,usr_4165,604.35,Credit Card,Apparel,29.4,0.24,South
tx_ref_200690,usr_2629,3440.34,UPI,Electronics,18.0,0.13,South
tx_ref_200691,usr_5381,1235.86,UPI,Electronics,37.2,0.11,West
tx_ref_200692,usr_1246,3246.22,UPI,Home & Kitchen,32.3,0.19,East
tx_ref_200693,usr_6263,1829.33,Cash,Apparel,38.0,0.13,South
tx_ref_200694,usr_3758,2047.18,UPI,Digital Goods,34.4,0.09,North
tx_ref_200695,usr_1489,344.52,Credit Card,Electronics,24.4,0.0,North
tx_ref_200696,usr_1370,8733.45,Cash,Electronics,49.0,0.27,South
tx_ref_200697,usr_1304,1604.02,UPI,Electronics,49.3,0.03,South
tx_ref_200698,usr_8245,788.78,Debit Card,Home & Kitchen,28.7,0.13,South
tx_ref_200699,usr_3392,5149.2,Debit Card,Home & Kitchen,22.1,0.22,West
tx_ref_200700,usr_3511,76.04,UPI,Apparel,33.4,0.23,North
tx_ref_200701,usr_1737,277.74,UPI,Apparel,18.0,0.04,South
tx_ref_200702,usr_7932,632.61,UPI,Electronics,38.8,0.11,West
tx_ref_200703,usr_2021,36110.91,UPI,Digital Goods,18.0,0.07,East
tx_ref_200704,usr_8672,85.42,Debit Card,Home & Kitchen,22.9,0.24,South
tx_ref_200705,usr_3275,543.75,Debit Card,Home & Kitchen,31.2,0.13,South
tx_ref_200706,usr_5458,894.94,Cash,Home & Kitchen,30.1,0.02,South
tx_ref_200707,usr_5033,4212.12,UPI,Electronics,37.0,0.04,West
tx_ref_200708,usr_6953,1047.46,Debit Card,Electronics,19.5,0.11,West
tx_ref_200709,usr_5456,1139.36,Cash,Home & Kitchen,,0.06,South
tx_ref_200710,usr_8292,2905.84,Debit Card,Apparel,35.6,0.27,East
tx_ref_200711,usr_1859,2969.73,Cash,Electronics,25.0,0.29,West
tx_ref_200712,usr_4676,1351.28,UPI,Electronics,40.6,0.04,West
tx_ref_200713,usr_7517,14545.63,Debit Card,Electronics,30.6,0.14,East
tx_ref_200714,usr_3005,6015.27,Credit Card,Apparel,40.5,0.01,South
tx_ref_200715,usr_2667,1366.32,Credit Card,Electronics,21.0,0.09,South
tx_ref_200716,usr_3618,3554.76,Cash,Electronics,37.0,0.09,West
tx_ref_200717,usr_3663,7597.88,UPI,Home & Kitchen,39.2,0.07,East
tx_ref_200718,usr_2903,2805.11,Credit Card,Apparel,51.5,0.08,East
tx_ref_200719,usr_4025,1409.47,Credit Card,Home & Kitchen,32.3,0.12,South
tx_ref_200720,usr_3032,1212.58,Debit Card,Apparel,28.2,0.18,West
tx_ref_200721,usr_5601,1547.25,UPI,Digital Goods,52.2,0.16,East
tx_ref_200722,usr_1608,857.33,UPI,Electronics,49.7,0.01,South
tx_ref_200723,usr_5879,4059.69,Cash,Home & Kitchen,26.9,0.05,West
tx_ref_200724,usr_8796,1700.3,UPI,Electronics,53.3,0.16,East
tx_ref_200725,usr_2497,5982.72,Credit Card,Apparel,44.0,0.28,South
tx_ref_200726,usr_4546,703.13,UPI,Digital Goods,28.5,0.09,West
tx_ref_200727,usr_4946,108.89,Debit Card,Apparel,45.3,0.03,North
tx_ref_200728,usr_3181,2371.93,Credit Card,Home & Kitchen,29.3,0.06,South
tx_ref_200729,usr_5059,635.44,UPI,Apparel,50.9,0.21,South
tx_ref_200730,usr_5026,1511.01,Cash,Apparel,45.0,0.02,East
tx_ref_200731,usr_6048,1536.35,Credit Card,Digital Goods,29.5,0.28,West
tx_ref_200732,usr_6789,807.18,Cash,Apparel,50.0,0.03,West
tx_ref_200733,usr_4020,169.44,Debit Card,Electronics,37.4,0.19,West
tx_ref_200734,usr_5340,2627.98,UPI,Electronics,25.4,0.01,North
tx_ref_200735,usr_6984,1253.99,UPI,Electronics,34.1,0.14,North
tx_ref_200736,usr_7551,640.72,Credit Card,Digital Goods,37.1,0.07,East
tx_ref_200737,usr_4233,281.89,Cash,Electronics,39.6,0.14,South
tx_ref_200738,usr_2075,152.85,Cash,Electronics,46.1,0.21,East
tx_ref_200739,usr_2817,4572.25,Debit Card,Home & Kitchen,32.6,0.23,West
tx_ref_200740,usr_3614,75.69,Debit Card,Digital Goods,33.4,0.29,South
tx_ref_200741,usr_4467,874.14,Credit Card,Digital Goods,21.0,0.19,West
tx_ref_200742,usr_5149,1522.73,UPI,Electronics,37.8,0.2,East
tx_ref_200743,usr_3465,285.04,Credit Card,Home & Kitchen,28.8,0.08,South
tx_ref_200744,usr_3185,1205.14,Credit Card,Home & Kitchen,45.9,0.29,South
tx_ref_200745,usr_2286,1130.56,Credit Card,Home & Kitchen,18.0,0.06,South
tx_ref_200746,usr_1457,1289.72,UPI,Home & Kitchen,22.5,0.03,West
tx_ref_200747,usr_1220,11325.79,Debit Card,Apparel,33.4,0.22,East
tx_ref_200748,usr_2890,121.61,Credit Card,Electronics,30.3,0.08,North
tx_ref_200749,usr_4506,253.37,UPI,Electronics,42.9,0.13,North
tx_ref_200750,usr_5908,1260.13,UPI,Electronics,44.5,0.2,West
tx_ref_200751,usr_8900,1090.8,Debit Card,Electronics,23.3,0.19,West
tx_ref_200752,usr_5699,2974.78,Debit Card,Digital Goods,35.2,0.01,South
tx_ref_200753,usr_6805,1736.03,UPI,Apparel,46.2,0.21,South
tx_ref_200754,usr_2879,218.67,Credit Card,Apparel,36.5,0.13,West
tx_ref_200755,usr_4541,2754.1,Debit Card,Apparel,45.6,0.09,East
tx_ref_200756,usr_5571,353.07,Cash,Home & Kitchen,33.4,0.2,North
tx_ref_200757,usr_3675,752.44,Credit Card,Electronics,31.3,0.09,West
tx_ref_200758,usr_3064,842.2,Credit Card,Apparel,33.4,0.23,South
tx_ref_200759,usr_8675,155.21,Credit Card,Apparel,39.0,0.26,South
tx_ref_200760,usr_5229,2090.77,Credit Card,Digital Goods,43.7,0.1,East
tx_ref_200761,usr_3476,8038.02,UPI,Digital Goods,26.5,0.03,South
tx_ref_200762,usr_3071,1547.0,Credit Card,Electronics,31.5,0.04,North
tx_ref_200763,usr_2868,1265.12,Credit Card,Home & Kitchen,30.4,0.06,West
tx_ref_200764,usr_6001,207.4,Debit Card,Electronics,32.9,0.27,South
tx_ref_200765,usr_5590,2154.79,Credit Card,Electronics,28.1,0.02,East
tx_ref_200766,usr_2933,2999.0,Credit Card,Electronics,33.7,0.3,West
tx_ref_200767,usr_8415,436.36,UPI,Electronics,28.7,0.16,South
tx_ref_200768,usr_4819,401.64,Debit Card,Apparel,,0.11,East
tx_ref_200769,usr_2345,1339.47,Credit Card,Electronics,28.3,0.22,West
tx_ref_200770,usr_5820,1073.16,UPI,Apparel,38.9,0.06,South
tx_ref_200771,usr_3321,1918.47,Debit Card,Digital Goods,36.2,0.18,East
tx_ref_200772,usr_6715,1566.34,UPI,Apparel,36.1,0.27,East
tx_ref_200773,usr_1207,1062.19,Credit Card,Electronics,39.0,0.17,South
tx_ref_200774,usr_4368,801.82,Debit Card,Apparel,33.2,0.08,South
tx_ref_200775,usr_4277,2621.03,Credit Card,Home & Kitchen,28.0,0.04,East
tx_ref_200776,usr_2045,1203.95,UPI,Electronics,26.6,0.0,East
tx_ref_200777,usr_5193,856.34,UPI,Apparel,47.3,0.13,East
tx_ref_200778,usr_8171,1398.21,Debit Card,Home & Kitchen,43.4,0.03,South
tx_ref_200779,usr_1411,3686.97,UPI,Digital Goods,27.6,0.11,North
tx_ref_200780,usr_8671,1130.92,Credit Card,Electronics,42.7,0.3,South
tx_ref_200781,usr_2304,916.41,UPI,Apparel,27.8,0.19,West
tx_ref_200782,usr_3266,354.05,Debit Card,Home & Kitchen,40.9,0.13,East
tx_ref_200783,usr_5777,2299.46,Cash,Home & Kitchen,41.1,0.11,East
tx_ref_200784,usr_1213,2393.57,UPI,Digital Goods,32.9,0.07,South
tx_ref_200785,usr_7087,3990.95,UPI,Apparel,29.8,0.18,North
tx_ref_200786,usr_2388,7594.85,UPI,Electronics,,0.04,East
tx_ref_200787,usr_5821,987.08,UPI,Digital Goods,25.9,0.08,West
tx_ref_200788,usr_6607,1230.7,Debit Card,Apparel,28.6,0.2,South
tx_ref_200789,usr_5063,846.0,Credit Card,Electronics,37.8,0.26,East
tx_ref_200790,usr_3601,513.0,UPI,Digital Goods,45.6,0.13,North
tx_ref_200791,usr_2125,5736.74,UPI,Digital Goods,32.2,0.03,East
tx_ref_200792,usr_5858,5788.34,Credit Card,Digital Goods,38.0,0.25,West
tx_ref_200793,usr_1834,7556.64,UPI,Electronics,32.8,0.16,East
tx_ref_200794,usr_3410,1423.45,Cash,Digital Goods,39.3,0.13,West
tx_ref_200795,usr_1028,1085.06,Credit Card,Electronics,,0.29,West
tx_ref_200796,usr_8093,474.84,Debit Card,Electronics,47.0,0.27,North
tx_ref_200797,usr_6631,2569.11,Credit Card,Electronics,28.0,0.25,North
tx_ref_200798,usr_8901,4746.82,UPI,Electronics,26.6,0.24,West
tx_ref_200799,usr_3001,160.69,Debit Card,Apparel,19.7,0.24,South
tx_ref_200800,usr_6720,2806.67,UPI,Electronics,47.8,0.04,North
tx_ref_200801,usr_6238,817.61,UPI,Apparel,33.4,0.17,South
tx_ref_200802,usr_3150,3895.87,Credit Card,Apparel,18.0,0.25,East
tx_ref_200803,usr_7387,4010.2,Credit Card,Electronics,28.4,0.03,East
tx_ref_200804,usr_3796,2010.78,UPI,Electronics,46.6,0.17,North
tx_ref_200805,usr_6227,1986.39,UPI,Home & Kitchen,48.8,0.01,North
tx_ref_200806,usr_4184,1069.25,Debit Card,Electronics,42.8,0.02,East
tx_ref_200807,usr_8358,878.25,UPI,Home & Kitchen,44.5,0.05,North
tx_ref_200808,usr_6897,4551.77,Debit Card,Electronics,30.6,0.04,North
tx_ref_200809,usr_8128,3505.83,Credit Card,Home & Kitchen,38.1,0.12,East
tx_ref_200810,usr_5014,6952.52,UPI,Electronics,44.5,0.08,East
tx_ref_200811,usr_1298,1391.65,Credit Card,Digital Goods,42.2,0.18,West
tx_ref_200812,usr_1030,781.64,UPI,Home & Kitchen,34.0,0.27,South
tx_ref_200813,usr_3258,62.25,UPI,Home & Kitchen,27.7,0.22,South
tx_ref_200814,usr_1104,953.83,Debit Card,Apparel,37.6,0.12,North
tx_ref_200815,usr_5646,2465.19,UPI,Electronics,18.0,0.21,East
tx_ref_200816,usr_7373,649.86,UPI,Electronics,30.9,0.0,West
tx_ref_200817,usr_2296,4642.71,UPI,Home & Kitchen,35.6,0.04,West
tx_ref_200818,usr_8379,1467.23,UPI,Apparel,21.5,0.27,West
tx_ref_200819,usr_1388,2809.53,Debit Card,Electronics,,0.07,West
tx_ref_200820,usr_2376,392.9,Credit Card,Digital Goods,26.4,0.08,South
tx_ref_200821,usr_2713,677.66,Credit Card,Apparel,33.7,0.25,North
tx_ref_200822,usr_2505,904.37,UPI,Apparel,18.0,0.05,South
tx_ref_200823,usr_8400,881.29,Credit Card,Digital Goods,34.1,0.03,South
tx_ref_200824,usr_5308,673.42,UPI,Apparel,52.7,0.05,West
tx_ref_200825,usr_5023,136.2,UPI,Apparel,38.3,0.09,East
tx_ref_200826,usr_7024,87.9,Credit Card,Apparel,22.0,0.16,North
tx_ref_200827,usr_6398,1105.2,Cash,Apparel,45.4,0.15,West
tx_ref_200828,usr_2520,1097.32,UPI,Digital Goods,20.1,0.23,North
tx_ref_200829,usr_8050,2126.38,UPI,Electronics,30.1,0.02,West
tx_ref_200830,usr_7102,339.71,UPI,Electronics,,0.03,West
tx_ref_200831,usr_3164,190.92,Credit Card,Apparel,41.4,0.2,East
tx_ref_200832,usr_2697,14986.55,UPI,Apparel,27.5,0.03,South
tx_ref_200833,usr_1511,290.96,UPI,Apparel,43.2,0.29,South
tx_ref_200834,usr_1168,626.75,Credit Card,Apparel,27.6,0.12,South
tx_ref_200835,usr_5541,1762.01,Credit Card,Electronics,18.0,0.02,North
tx_ref_200836,usr_7141,604.15,UPI,Home & Kitchen,29.5,0.3,South
tx_ref_200837,usr_5029,2904.78,Debit Card,Apparel,31.6,0.05,South
tx_ref_200838,usr_3559,2046.36,UPI,Electronics,48.8,0.15,North
tx_ref_200839,usr_4071,315.26,Cash,Electronics,30.0,0.15,North
tx_ref_200840,usr_3201,331.24,UPI,Apparel,28.1,0.14,East
tx_ref_200841,usr_1081,1092.7,UPI,Apparel,34.2,0.13,East
tx_ref_200842,usr_6681,9760.28,UPI,Home & Kitchen,35.8,0.08,North
tx_ref_200843,usr_2818,3006.7,UPI,Electronics,48.7,0.0,West
tx_ref_200844,usr_3263,3961.73,Cash,Home & Kitchen,22.8,0.04,West
tx_ref_200845,usr_2792,875.53,Credit Card,Electronics,35.6,0.05,South
tx_ref_200846,usr_5298,3667.67,Debit Card,Digital Goods,42.2,0.2,East
tx_ref_200847,usr_7031,1316.62,UPI,Electronics,29.9,0.18,South
tx_ref_200848,usr_3823,509.09,UPI,Apparel,38.0,0.05,North
tx_ref_200849,usr_4545,5123.7,UPI,Home & Kitchen,34.0,0.19,East
tx_ref_200850,usr_3769,552.03,UPI,Home & Kitchen,54.5,0.09,North
tx_ref_200851,usr_2931,1963.76,Credit Card,Home & Kitchen,46.6,0.13,North
tx_ref_200852,usr_7863,1354.94,Debit Card,Apparel,30.3,0.21,South
tx_ref_200853,usr_3871,2875.15,Credit Card,Digital Goods,34.6,0.01,West
tx_ref_200854,usr_8660,3325.43,UPI,Apparel,26.8,0.08,West
tx_ref_200855,usr_2317,121.41,UPI,Apparel,34.3,0.01,North
tx_ref_200856,usr_7499,64.3,UPI,Digital Goods,39.1,0.09,West
tx_ref_200857,usr_3565,1934.9,UPI,Apparel,42.5,0.07,South
tx_ref_200858,usr_6644,1457.57,UPI,Apparel,,0.09,East
tx_ref_200859,usr_5097,2824.09,UPI,Home & Kitchen,25.6,0.14,South
tx_ref_200860,usr_8539,935.3,Credit Card,Digital Goods,35.4,0.22,West
tx_ref_200861,usr_3708,2355.94,UPI,Home & Kitchen,32.5,0.22,South
tx_ref_200862,usr_1959,3081.54,Debit Card,Electronics,27.2,0.11,South
tx_ref_200863,usr_6449,1111.38,Credit Card,Electronics,47.9,0.04,North
tx_ref_200864,usr_8245,3074.78,UPI,Home & Kitchen,20.2,0.23,East
tx_ref_200865,usr_8639,898.54,Debit Card,Electronics,38.9,0.02,East
tx_ref_200866,usr_8448,6876.4,UPI,Apparel,18.0,0.15,North
tx_ref_200867,usr_8631,1723.13,UPI,Electronics,41.3,0.09,South
tx_ref_200868,usr_4473,1097.69,Credit Card,Home & Kitchen,26.2,0.17,North
tx_ref_200869,usr_3826,5504.8,Debit Card,Electronics,32.6,0.05,East
tx_ref_200870,usr_4707,354.08,UPI,Apparel,20.5,0.05,East
tx_ref_200871,usr_3956,415.78,Debit Card,Home & Kitchen,47.3,0.27,West
tx_ref_200872,usr_7595,7202.26,Cash,Electronics,33.8,0.08,East
tx_ref_200873,usr_6606,102.33,UPI,Apparel,40.4,0.04,West
tx_ref_200874,usr_1850,2686.76,UPI,Electronics,46.9,0.12,East
tx_ref_200875,usr_5578,973.19,Debit Card,Electronics,38.9,0.2,North
tx_ref_200876,usr_4442,685.09,UPI,Digital Goods,38.8,0.09,South
tx_ref_200877,usr_8023,3231.7,Credit Card,Apparel,34.5,0.19,North
tx_ref_200878,usr_6821,131.83,Debit Card,Digital Goods,33.1,0.04,West
tx_ref_200879,usr_4011,496.92,Debit Card,Electronics,39.4,0.29,West
tx_ref_200880,usr_4454,277.93,UPI,Home & Kitchen,30.7,0.13,South
tx_ref_200881,usr_8351,617.57,UPI,Home & Kitchen,38.0,0.27,East
tx_ref_200882,usr_4144,2816.24,Debit Card,Apparel,46.8,0.13,North
tx_ref_200883,usr_1459,3626.53,Debit Card,Home & Kitchen,21.8,0.3,North
tx_ref_200884,usr_5960,167.29,Cash,Electronics,42.9,0.28,North
tx_ref_200885,usr_8889,1759.3,Credit Card,Electronics,36.9,0.05,West
tx_ref_200886,usr_2612,3538.74,Credit Card,Digital Goods,34.2,0.22,South
tx_ref_200887,usr_8612,5924.75,UPI,Apparel,43.4,0.2,South
tx_ref_200888,usr_4749,6093.95,Credit Card,Electronics,43.3,0.11,East
tx_ref_200889,usr_2383,911.14,UPI,Apparel,37.6,0.22,South
tx_ref_200890,usr_4326,2142.31,UPI,Electronics,47.1,0.14,West
tx_ref_200891,usr_3565,198.19,Credit Card,Apparel,42.7,0.04,West
tx_ref_200892,usr_8907,1842.13,UPI,Apparel,35.0,0.22,East
tx_ref_200893,usr_4803,663.6,Credit Card,Apparel,38.4,0.18,North
tx_ref_200894,usr_8882,2728.32,Cash,Home & Kitchen,37.1,0.26,East
tx_ref_200895,usr_7907,3884.47,UPI,Digital Goods,49.3,0.14,North
tx_ref_200896,usr_5251,1412.55,UPI,Apparel,38.4,0.22,West
tx_ref_200897,usr_2776,2816.87,UPI,Apparel,35.7,0.21,North
tx_ref_200898,usr_4833,836.11,UPI,Electronics,32.1,0.24,North
tx_ref_200899,usr_6026,1562.93,Credit Card,Apparel,32.0,0.25,North
tx_ref_200900,usr_7174,748.82,Cash,Apparel,29.4,0.17,East
tx_ref_200901,usr_1870,345.91,UPI,Electronics,39.6,0.02,East
tx_ref_200902,usr_6516,2672.74,Credit Card,Digital Goods,40.0,0.15,North
tx_ref_200903,usr_4128,988.99,UPI,Electronics,48.8,0.21,East
tx_ref_200904,usr_3421,2638.66,Debit Card,Apparel,35.7,0.28,North
tx_ref_200905,usr_6084,207.76,UPI,Electronics,41.9,0.25,East
tx_ref_200906,usr_1596,2200.5,UPI,Home & Kitchen,34.2,0.18,North
tx_ref_200907,usr_5517,1399.94,UPI,Apparel,31.7,0.26,East
tx_ref_200908,usr_1691,1151.95,UPI,Apparel,45.1,0.17,East
tx_ref_200909,usr_4845,1273.04,UPI,Apparel,45.4,0.27,East
tx_ref_200910,usr_7965,524.94,Credit Card,Electronics,18.0,0.28,East
tx_ref_200911,usr_2195,1137.6,UPI,Home & Kitchen,34.0,0.19,East
tx_ref_200912,usr_8454,2829.62,UPI,Apparel,48.2,0.22,North
tx_ref_200913,usr_2480,304.64,UPI,Electronics,23.6,0.04,West
tx_ref_200914,usr_4407,541.92,Credit Card,Apparel,40.9,0.19,East
tx_ref_200915,usr_2556,1313.57,Credit Card,Home & Kitchen,47.6,0.19,South
tx_ref_200916,usr_6794,527.15,Credit Card,Electronics,28.2,0.04,South
tx_ref_200917,usr_5302,2424.82,UPI,Digital Goods,32.9,0.2,North
tx_ref_200918,usr_8104,1048.29,Debit Card,Apparel,25.1,0.29,South
tx_ref_200919,usr_2687,408.67,UPI,Home & Kitchen,41.1,0.02,North
tx_ref_200920,usr_7700,642.54,UPI,Electronics,31.9,0.02,South
tx_ref_200921,usr_1593,1224.5,Debit Card,Electronics,41.9,0.18,East
tx_ref_200922,usr_5605,7329.71,UPI,Electronics,27.4,0.07,West
tx_ref_200923,usr_4662,1340.7,UPI,Digital Goods,27.3,0.17,West
tx_ref_200924,usr_2507,708.68,UPI,Digital Goods,48.3,0.21,North
tx_ref_200925,usr_5847,3238.45,UPI,Electronics,34.2,0.14,West
tx_ref_200926,usr_4308,4823.25,Credit Card,Electronics,30.7,0.15,West
tx_ref_200927,usr_7745,614.85,UPI,Apparel,,0.11,West
tx_ref_200928,usr_8231,1096.61,UPI,Digital Goods,60.1,0.11,East
tx_ref_200929,usr_5157,4718.18,UPI,Digital Goods,32.7,0.17,East
tx_ref_200930,usr_5002,4725.95,UPI,Electronics,54.5,0.29,South
tx_ref_200931,usr_4438,7050.43,Credit Card,Electronics,28.6,0.19,East
tx_ref_200932,usr_8462,673.64,Credit Card,Apparel,20.0,0.18,North
tx_ref_200933,usr_2991,708.94,UPI,Apparel,30.5,0.22,North
tx_ref_200934,usr_7338,2004.54,Debit Card,Apparel,44.4,0.11,West
tx_ref_200935,usr_1221,844.98,Credit Card,Digital Goods,41.8,0.02,West
tx_ref_200936,usr_7988,3483.3,UPI,Electronics,26.6,0.27,North
tx_ref_200937,usr_6708,763.12,UPI,Apparel,48.7,0.0,North
tx_ref_200938,usr_2478,1872.64,Cash,Electronics,45.7,0.25,South
tx_ref_200939,usr_8034,16471.83,UPI,Apparel,28.7,0.13,East
tx_ref_200940,usr_8669,1339.93,Credit Card,Apparel,18.0,0.27,North
tx_ref_200941,usr_7059,1577.34,UPI,Home & Kitchen,35.3,0.28,West
tx_ref_200942,usr_5736,175.13,Credit Card,Electronics,34.7,0.1,North
tx_ref_200943,usr_4734,959.22,Credit Card,Electronics,36.6,0.21,North
tx_ref_200944,usr_7097,702.68,Credit Card,Digital Goods,43.1,0.26,East
tx_ref_200945,usr_3978,1538.87,Credit Card,Apparel,38.9,0.14,West
tx_ref_200946,usr_5348,1577.91,Credit Card,Electronics,27.0,0.17,North
tx_ref_200947,usr_6786,576.36,Credit Card,Digital Goods,21.4,0.17,East
tx_ref_200948,usr_2392,374.95,Cash,Apparel,33.9,0.0,North
tx_ref_200949,usr_5877,3490.14,UPI,Apparel,37.3,0.23,South
tx_ref_200950,usr_1063,2240.56,Credit Card,Digital Goods,18.0,0.26,East
tx_ref_200951,usr_3063,1293.12,Credit Card,Apparel,28.6,0.1,South
tx_ref_200952,usr_7574,5713.78,UPI,Electronics,24.5,0.15,West
tx_ref_200953,usr_8989,5075.05,Credit Card,Electronics,43.0,0.01,South
tx_ref_200954,usr_4697,1272.27,Debit Card,Apparel,29.0,0.24,North
tx_ref_200955,usr_6563,4742.02,Credit Card,Apparel,32.6,0.13,North
tx_ref_200956,usr_8800,7477.47,Cash,Apparel,28.8,0.21,West
tx_ref_200957,usr_7504,3786.02,Credit Card,Home & Kitchen,36.7,0.12,West
tx_ref_200958,usr_1908,1094.93,Credit Card,Electronics,33.1,0.08,South
tx_ref_200959,usr_4974,192.75,UPI,Electronics,37.6,0.16,North
tx_ref_200960,usr_5230,2839.58,Credit Card,Apparel,18.0,0.21,West
tx_ref_200961,usr_7708,280.57,UPI,Apparel,18.0,0.14,North
tx_ref_200962,usr_2110,2102.59,Credit Card,Electronics,30.6,0.04,West
tx_ref_200963,usr_6878,9801.48,UPI,Electronics,23.0,0.27,North
tx_ref_200964,usr_3859,356.0,UPI,Electronics,31.0,0.23,East
tx_ref_200965,usr_2034,2470.16,UPI,Home & Kitchen,42.6,0.12,South
tx_ref_200966,usr_5872,3224.51,Debit Card,Electronics,40.4,0.29,South
tx_ref_200967,usr_8960,480.44,UPI,Home & Kitchen,28.8,0.19,East
tx_ref_200968,usr_5015,386.54,UPI,Apparel,31.3,0.16,South
tx_ref_200969,usr_1246,3067.1,UPI,Digital Goods,39.2,0.06,South
tx_ref_200970,usr_3519,1633.3,Debit Card,Apparel,43.7,0.23,East
tx_ref_200971,usr_3569,5174.52,UPI,Apparel,36.4,0.09,North
tx_ref_200972,usr_6271,396.4,Debit Card,Electronics,37.5,0.1,South
tx_ref_200973,usr_1985,1554.43,UPI,Electronics,39.5,0.22,East
tx_ref_200974,usr_4906,7123.13,Cash,Home & Kitchen,25.0,0.1,South
tx_ref_200975,usr_8117,293.25,Credit Card,Home & Kitchen,25.1,0.12,South
tx_ref_200976,usr_8925,637.58,UPI,Apparel,26.0,0.05,North
tx_ref_200977,usr_8848,2414.0,Credit Card,Electronics,30.3,0.25,West
tx_ref_200978,usr_6276,297.4,UPI,Apparel,30.9,0.14,East
tx_ref_200979,usr_3169,165.54,UPI,Electronics,22.6,0.2,East
tx_ref_200980,usr_8022,274.83,UPI,Home & Kitchen,54.1,0.26,East
tx_ref_200981,usr_1023,1015.23,Credit Card,Electronics,44.1,0.02,West
tx_ref_200982,usr_7817,1350.62,UPI,Electronics,39.4,0.29,North
tx_ref_200983,usr_7026,231.6,UPI,Digital Goods,51.7,0.26,East
tx_ref_200984,usr_2464,1806.57,UPI,Apparel,42.0,0.06,North
tx_ref_200985,usr_2164,212.0,UPI,Apparel,21.2,0.19,South
tx_ref_200986,usr_4354,1985.74,Credit Card,Electronics,28.4,0.03,West
tx_ref_200987,usr_4445,3417.01,UPI,Digital Goods,33.0,0.16,North
tx_ref_200988,usr_8510,1375.52,UPI,Apparel,35.9,0.28,South
tx_ref_200989,usr_1619,850.35,UPI,Electronics,33.4,0.16,West
tx_ref_200990,usr_6318,1466.59,Debit Card,Home & Kitchen,30.1,0.25,East
tx_ref_200991,usr_6147,1832.31,Credit Card,Electronics,18.0,0.0,South
tx_ref_200992,usr_4236,3169.37,Cash,Home & Kitchen,36.4,0.09,West
tx_ref_200993,usr_6731,2790.46,UPI,Home & Kitchen,29.9,0.03,West
tx_ref_200994,usr_1869,1308.58,UPI,Apparel,34.0,0.1,North
tx_ref_200995,usr_7679,334.25,UPI,Home & Kitchen,48.7,0.06,West
tx_ref_200996,usr_4003,1031.57,Credit Card,Electronics,42.8,0.08,North
tx_ref_200997,usr_4777,2135.01,UPI,Digital Goods,26.1,0.15,South
tx_ref_200998,usr_1459,879.17,UPI,Apparel,50.3,0.2,South
tx_ref_200999,usr_6206,4129.95,UPI,Electronics,38.7,0.06,North
tx_ref_201000,usr_1489,171.71,Credit Card,Home & Kitchen,30.1,0.03,West
tx_ref_201001,usr_4302,331.39,Debit Card,Apparel,38.0,0.06,North
tx_ref_201002,usr_3837,519.99,Debit Card,Electronics,26.2,0.05,East
tx_ref_201003,usr_2802,278.45,UPI,Apparel,32.4,0.11,South
tx_ref_201004,usr_2077,1471.24,Credit Card,Apparel,31.8,0.25,South
tx_ref_201005,usr_3664,991.85,UPI,Digital Goods,22.8,0.17,East
tx_ref_201006,usr_3193,1054.24,Cash,Electronics,45.1,0.24,West
tx_ref_201007,usr_8351,6724.7,UPI,Digital Goods,24.3,0.27,North
tx_ref_201008,usr_5970,2364.55,UPI,Apparel,51.1,0.15,North
tx_ref_201009,usr_2793,994.86,Credit Card,Apparel,27.0,0.1,South
tx_ref_201010,usr_7848,2179.78,UPI,Electronics,29.7,0.24,South
tx_ref_201011,usr_8386,1875.49,Credit Card,Digital Goods,34.0,0.24,West
tx_ref_201012,usr_7166,568.63,Debit Card,Electronics,39.1,0.21,East
tx_ref_201013,usr_4069,1025.44,UPI,Electronics,33.9,0.01,East
tx_ref_201014,usr_5527,471.33,Debit Card,Apparel,29.4,0.21,South
tx_ref_201015,usr_3202,408.79,Debit Card,Electronics,28.2,0.24,North
tx_ref_201016,usr_4316,1883.3,UPI,Electronics,34.7,0.05,South
tx_ref_201017,usr_4771,167.07,Credit Card,Electronics,34.7,0.23,North
tx_ref_201018,usr_7861,728.56,Credit Card,Apparel,22.6,0.13,East
tx_ref_201019,usr_6682,912.65,Credit Card,Apparel,51.9,0.01,West
tx_ref_201020,usr_5058,2704.12,Credit Card,Electronics,26.8,0.06,East
tx_ref_201021,usr_5069,4250.42,Credit Card,Apparel,37.0,0.24,East
tx_ref_201022,usr_6824,2726.07,Credit Card,Electronics,32.1,0.1,South
tx_ref_201023,usr_4107,6835.35,Credit Card,Apparel,23.8,0.06,East
tx_ref_201024,usr_1534,141.4,Credit Card,Apparel,32.0,0.0,West
tx_ref_201025,usr_3703,1706.98,UPI,Apparel,25.6,0.22,West
tx_ref_201026,usr_7973,3083.54,UPI,Apparel,51.3,0.21,North
tx_ref_201027,usr_8228,1500.44,UPI,Electronics,29.1,0.19,East
tx_ref_201028,usr_4890,375.49,Cash,Home & Kitchen,35.5,0.18,East
